customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-02710,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,73.92,1271.13,No
CUST-02711,Female,0,No,No,50,No,No,No,Yes,No internet service,No internet service,No,Yes,Yes,One year,Yes,Electronic check,80.07,4030.05,No
CUST-02712,Male,0,No,No,11,Yes,No,No,No internet service,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,66.74,829.85,Yes
CUST-02713,Female,0,No,No,20,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,72.21,1340.4,Yes
CUST-02714,Male,0,No,Yes,10,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Electronic check,45.78,455.3,Yes
CUST-02715,Male,1,No,No,29,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,52.96,1631.26,Yes
CUST-02716,Female,0,Yes,Yes,34,Yes,No,No,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,82.04,2720.46,Yes
CUST-02717,Male,1,No,No,58,Yes,Yes,DSL,No internet service,No,No,No internet service,No,Yes,One year,No,Bank transfer (automatic),76.38,4395.07,No
CUST-02718,Male,0,Yes,No,27,No,No,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Mailed check,31.88,883.98,No
CUST-02719,Male,0,Yes,Yes,24,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),23.05,596.68,No
CUST-02720,Male,0,No,Yes,26,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),55.63,1377.2,Yes
CUST-02721,Male,0,No,Yes,49,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,65.58,3290.56,No
CUST-02722,Male,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),79.79,1943.82,No
CUST-02723,Male,0,No,Yes,44,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),58.14,2488.31,No
CUST-02724,Female,0,No,Yes,28,Yes,No,No,No,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),96.96,2772.59,Yes
CUST-02725,Male,1,Yes,No,2,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),49.07,149.33,Yes
CUST-02726,Female,0,Yes,No,34,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.58,3181.75,Yes
CUST-02727,Male,0,Yes,Yes,23,Yes,No,DSL,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Electronic check,69.88,1584.35,No
CUST-02728,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,88.9,2519.57,Yes
CUST-02729,Female,1,No,No,35,Yes,No,No,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,48.42,1674.4,Yes
CUST-02730,Female,0,Yes,No,11,Yes,Yes,No,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),104.85,1204.82,Yes
CUST-02731,Male,0,No,Yes,37,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),82.75,2976.02,No
CUST-02732,Male,0,No,No,11,No,No,DSL,Yes,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),54.11,553.5,Yes
CUST-02733,Female,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,59.22,547.5,Yes
CUST-02734,Female,0,No,No,38,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),60.33,2327.92,No
CUST-02735,Male,0,Yes,No,46,Yes,No,DSL,No,No,No,Yes,No,No internet service,Two year,No,Credit card (automatic),56.23,2620.07,No
CUST-02736,Female,1,Yes,No,31,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No internet service,One year,Yes,Electronic check,68.83,2094.55,No
CUST-02737,Female,0,Yes,No,41,No,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),25.92,1057.4,No
CUST-02738,Male,0,Yes,No,19,Yes,No phone service,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),60.46,1125.68,Yes
CUST-02739,Female,0,Yes,Yes,49,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No,No internet service,Two year,No,Mailed check,53.98,2658.46,No
CUST-02740,Female,0,No,No,7,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),63.59,474.1,Yes
CUST-02741,Female,0,No,Yes,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,67.79,1889.38,Yes
CUST-02742,Female,0,Yes,No,18,Yes,Yes,No,Yes,No,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),46.34,839.88,Yes
CUST-02743,Male,0,Yes,No,5,Yes,No phone service,DSL,No,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),47.67,238.34,Yes
CUST-02744,Male,0,No,Yes,23,Yes,No,No,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),89.24,1973.98,Yes
CUST-02745,Female,1,No,Yes,25,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,52.31,1372.46,No
CUST-02746,Male,0,Yes,No,33,Yes,Yes,DSL,Yes,No,No,No,No,No internet service,One year,Yes,Credit card (automatic),34.45,1188.61,No
CUST-02747,Female,0,Yes,No,54,Yes,Yes,No,No internet service,No,No,No,No,No,One year,Yes,Electronic check,65.67,3456.38,No
CUST-02748,Male,0,Yes,Yes,19,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No,Month-to-month,No,Electronic check,62.3,1288.99,No
CUST-02749,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,Two year,No,Electronic check,60.97,1788.7,No
CUST-02750,Male,1,No,No,30,Yes,Yes,DSL,No,Yes,No internet service,No,No,No,One year,Yes,Electronic check,58.07,1769.48,No
CUST-02751,Male,0,No,No,27,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),93.33,2494.87,Yes
CUST-02752,Male,0,No,Yes,53,Yes,No,No,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,58.42,3102.6,No
CUST-02753,Male,0,No,Yes,30,No,No,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),46.89,1433.98,No
CUST-02754,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,56.94,204.96,Yes
CUST-02755,Male,0,Yes,Yes,27,Yes,No,No,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,62.89,1643.37,No
CUST-02756,Female,0,No,Yes,29,Yes,No phone service,DSL,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),66.98,1998.69,Yes
CUST-02757,Female,0,Yes,No,33,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,47.83,1557.4,Yes
CUST-02758,Male,1,Yes,No,27,Yes,No,No,Yes,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,50.93,1446.02,No
CUST-02759,Female,0,Yes,No,35,Yes,Yes,No,Yes,No internet service,No,No internet service,No,Yes,One year,Yes,Electronic check,77.57,2642.4,No
CUST-02760,Female,0,No,No,5,No,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,68.67,339.52,Yes
CUST-02761,Male,0,Yes,No,21,No,No,DSL,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,62.18,1202.29,Yes
CUST-02762,Male,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),45.39,647.89,Yes
CUST-02763,Male,0,Yes,Yes,42,Yes,No phone service,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,45.46,1885.27,No
CUST-02764,Female,0,Yes,No,8,Yes,No,No,Yes,No internet service,Yes,No,Yes,No,Month-to-month,No,Electronic check,75.83,628.38,Yes
CUST-02765,Female,0,Yes,No,31,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62.92,1872.13,Yes
CUST-02766,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),29.42,2024.4,No
CUST-02767,Male,0,Yes,No,21,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,54.29,1231.7,Yes
CUST-02768,Female,0,No,No,30,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No,Month-to-month,No,Mailed check,101.9,3064.63,Yes
CUST-02769,Female,1,No,No,27,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),71.31,1859.4,Yes
CUST-02770,Male,0,No,No,40,Yes,Yes,DSL,No internet service,No,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),76.45,2987.18,No
CUST-02771,Female,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,64.78,2142.57,Yes
CUST-02772,Female,1,No,Yes,26,Yes,No phone service,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,66.45,1688.21,Yes
CUST-02773,Male,0,No,No,35,Yes,No,DSL,No,Yes,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),31.15,1154.06,No
CUST-02774,Female,1,No,No,1,Yes,No,DSL,No,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,68.0,51.01,Yes
CUST-02775,Female,0,No,No,15,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.07,1328.63,Yes
CUST-02776,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,72.64,69.72,Yes
CUST-02777,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,88.66,948.27,Yes
CUST-02778,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),84.29,130.59,Yes
CUST-02779,Male,0,Yes,Yes,1,No,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,60.89,3.43,Yes
CUST-02780,Male,0,No,Yes,31,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,97.83,3013.89,Yes
CUST-02781,Male,1,Yes,No,16,Yes,No,No,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,96.93,1554.36,Yes
CUST-02782,Female,1,No,Yes,45,Yes,No,DSL,No,Yes,Yes,No internet service,No,Yes,Two year,No,Electronic check,34.76,1575.6,No
CUST-02783,Male,0,Yes,No,29,Yes,No phone service,DSL,No,No internet service,Yes,Yes,Yes,Yes,Two year,No,Electronic check,58.79,1706.57,No
CUST-02784,Male,0,Yes,No,12,Yes,Yes,DSL,No internet service,No,No,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),67.01,794.31,No
CUST-02785,Female,1,Yes,No,44,Yes,Yes,No,No,No,No,Yes,No,No,Two year,No,Electronic check,44.02,1842.93,No
CUST-02786,Female,0,No,Yes,10,Yes,No,No,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),86.74,925.56,Yes
CUST-02787,Female,0,Yes,No,42,Yes,No,No,No,No,No internet service,No,Yes,No internet service,Two year,Yes,Mailed check,23.58,913.6,No
CUST-02788,Female,0,Yes,Yes,21,Yes,No,DSL,No internet service,No,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),107.22,2276.92,Yes
CUST-02789,Male,0,No,No,49,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No,Two year,Yes,Electronic check,22.08,1143.65,No
CUST-02790,Female,0,No,No,30,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,33.12,1053.44,No
CUST-02791,Male,0,No,Yes,40,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,One year,No,Electronic check,46.66,1906.25,No
CUST-02792,Female,0,No,No,31,No,No,No,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),65.59,2037.13,No
CUST-02793,Male,0,No,Yes,58,Yes,Yes,DSL,Yes,No internet service,No,No,No,No,One year,Yes,Credit card (automatic),49.01,2797.39,No
CUST-02794,Male,0,No,Yes,18,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,63.89,1080.09,Yes
CUST-02795,Male,0,Yes,Yes,24,Yes,No,DSL,No internet service,No,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),109.06,2619.27,Yes
CUST-02796,Male,0,Yes,No,27,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,No,One year,No,Electronic check,49.21,1294.77,No
CUST-02797,Male,0,No,No,4,Yes,No,No,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,No,Mailed check,106.07,398.66,Yes
CUST-02798,Male,0,No,No,47,Yes,No phone service,No,No,No,No,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),31.81,1529.58,No
CUST-02799,Male,0,No,Yes,31,No,No phone service,DSL,Yes,No internet service,No,No internet service,Yes,No,Two year,Yes,Mailed check,23.31,713.61,No
CUST-02800,Male,0,No,No,10,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,108.68,1049.23,Yes
CUST-02801,Male,0,Yes,No,12,No,No phone service,DSL,No,No,No,No internet service,Yes,Yes,One year,No,Credit card (automatic),47.82,723.15,No
CUST-02802,Female,0,No,No,59,Yes,Yes,No,No,Yes,No,No,No internet service,Yes,Two year,No,Mailed check,25.01,1458.55,No
CUST-02803,Male,0,Yes,No,39,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,47.04,1873.67,No
CUST-02804,Male,1,Yes,Yes,49,Yes,No,No,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,26.62,1339.22,No
CUST-02805,Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,46.14,1040.29,Yes
CUST-02806,Male,0,No,Yes,67,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),49.39,3274.44,No
CUST-02807,Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No,No,One year,Yes,Credit card (automatic),66.55,2580.35,No
CUST-02808,Female,1,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),56.91,581.31,Yes
CUST-02809,Male,0,No,No,13,No,Yes,DSL,No,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),71.95,937.08,Yes
CUST-02810,Male,0,No,No,59,Yes,No,Fiber optic,No internet service,No,No,Yes,No internet service,Yes,One year,Yes,Mailed check,77.61,4518.22,No
CUST-02811,Male,0,No,No,9,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,91.47,886.65,Yes
CUST-02812,Male,0,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,Yes,No,No,Yes,One year,Yes,Electronic check,62.13,838.87,No
CUST-02813,Male,1,No,Yes,27,Yes,No,No,No internet service,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),64.36,1738.64,No
CUST-02814,Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No,No,Month-to-month,No,Credit card (automatic),48.68,1636.79,Yes
CUST-02815,Female,0,No,Yes,44,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),71.89,3152.36,No
CUST-02816,Male,0,No,No,27,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),77.63,2036.85,No
CUST-02817,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),87.49,319.67,Yes
CUST-02818,Female,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),48.43,423.63,Yes
CUST-02819,Male,0,Yes,No,24,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,46.36,1104.52,Yes
CUST-02820,Female,0,No,No,28,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),52.67,1581.76,Yes
CUST-02821,Male,0,No,No,61,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),55.07,3329.25,No
CUST-02822,Male,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,103.97,99.68,Yes
CUST-02823,Male,0,No,Yes,15,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No internet service,One year,Yes,Credit card (automatic),42.66,663.9,No
CUST-02824,Male,1,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),64.76,1132.03,Yes
CUST-02825,Female,0,Yes,No,26,Yes,Yes,No,Yes,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.57,2758.32,Yes
CUST-02826,Male,0,No,Yes,43,Yes,No,Fiber optic,No,No,Yes,No,No,No internet service,Two year,No,Credit card (automatic),60.78,2578.16,No
CUST-02827,Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,One year,Yes,Mailed check,62.69,2179.41,No
CUST-02828,Male,0,Yes,No,30,Yes,No,DSL,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),50.59,1539.31,Yes
CUST-02829,Male,0,Yes,No,13,Yes,No,DSL,No internet service,No,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),108.47,1396.93,Yes
CUST-02830,Male,0,Yes,No,3,Yes,Yes,No,No internet service,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),93.3,401.55,Yes
CUST-02831,Male,0,No,Yes,32,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,58.94,1871.8,No
CUST-02832,Female,0,No,No,47,No,Yes,No,Yes,Yes,No,No internet service,No,No internet service,One year,Yes,Mailed check,80.1,3777.08,No
CUST-02833,Male,0,Yes,No,19,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),107.74,2049.15,Yes
CUST-02834,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,72.66,1006.64,Yes
CUST-02835,Male,0,No,Yes,22,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),83.89,1889.52,Yes
CUST-02836,Female,0,Yes,No,50,Yes,Yes,No,No,Yes,Yes,No internet service,No internet service,No,Two year,Yes,Mailed check,22.59,1079.1,No
CUST-02837,Female,0,Yes,Yes,69,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,Yes,Two year,No,Mailed check,34.86,2523.44,No
CUST-02838,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),57.79,1064.15,Yes
CUST-02839,Male,0,No,Yes,39,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No internet service,Yes,One year,No,Electronic check,46.02,1818.52,No
CUST-02840,Female,1,Yes,No,15,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,59.99,910.42,No
CUST-02841,Female,1,No,No,2,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),51.36,101.73,Yes
CUST-02842,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,One year,Yes,Mailed check,33.8,843.44,No
CUST-02843,Female,0,No,No,25,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No,Yes,Two year,No,Bank transfer (automatic),62.06,1648.8,No
CUST-02844,Male,0,No,No,27,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,Two year,Yes,Mailed check,59.62,1570.84,No
CUST-02845,Female,0,Yes,No,36,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,No internet service,One year,No,Electronic check,50.97,1797.07,No
CUST-02846,Male,0,No,Yes,5,Yes,No phone service,No,No,No,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),80.97,431.93,Yes
CUST-02847,Female,1,No,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No,One year,No,Electronic check,76.19,3349.99,No
CUST-02848,Female,0,No,Yes,13,Yes,No,DSL,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.15,1185.99,Yes
CUST-02849,Male,0,No,No,20,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),31.58,617.39,No
CUST-02850,Female,1,Yes,Yes,35,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),51.31,1770.78,Yes
CUST-02851,Female,1,No,No,13,Yes,No,No,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,83.93,1035.15,No
CUST-02852,Male,0,Yes,No,24,Yes,No,DSL,Yes,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,66.42,1607.71,Yes
CUST-02853,Female,0,Yes,No,17,Yes,No,No,No,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),106.55,1813.93,Yes
CUST-02854,Female,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),60.02,2318.17,No
CUST-02855,Female,1,Yes,Yes,2,Yes,Yes,No,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,75.7,56.22,Yes
CUST-02856,Male,1,Yes,No,23,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,65.1,1480.67,No
CUST-02857,Female,0,No,Yes,6,Yes,No phone service,No,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,67.02,500.12,Yes
CUST-02858,Male,0,No,Yes,2,No,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,78.33,139.99,Yes
CUST-02859,Male,0,No,No,21,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,64.93,1348.51,Yes
CUST-02860,Female,0,No,No,35,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),103.0,3580.84,Yes
CUST-02861,Male,0,Yes,No,26,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No,Two year,No,Mailed check,44.82,1196.33,No
CUST-02862,Female,1,No,Yes,7,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,63.98,501.56,Yes
CUST-02863,Male,0,No,Yes,46,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,Two year,No,Electronic check,31.16,1400.61,No
CUST-02864,Female,0,No,No,46,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,One year,No,Electronic check,38.25,1684.46,No
CUST-02865,Male,0,No,No,33,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,46.68,1523.27,No
CUST-02866,Female,0,Yes,No,15,Yes,No,No,No internet service,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),50.58,732.39,No
CUST-02867,Female,0,No,No,12,Yes,No phone service,No,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.76,958.67,Yes
CUST-02868,Male,0,Yes,No,25,No,Yes,DSL,No,No,No,No internet service,No,No,One year,Yes,Electronic check,82.77,2128.99,No
CUST-02869,Female,0,No,No,15,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),93.74,1354.9,Yes
CUST-02870,Male,0,Yes,Yes,24,Yes,Yes,No,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,88.92,2155.13,Yes
CUST-02871,Female,0,Yes,No,48,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,43.16,2092.92,No
CUST-02872,Male,0,Yes,Yes,52,Yes,No,No,No,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,46.12,2423.41,No
CUST-02873,Female,0,Yes,No,46,Yes,No phone service,No,Yes,Yes,No internet service,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),45.39,2122.93,No
CUST-02874,Male,0,No,Yes,6,No,Yes,No,Yes,No internet service,No internet service,Yes,No,No,Month-to-month,No,Mailed check,60.98,271.44,Yes
CUST-02875,Male,0,No,No,13,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),64.57,869.67,No
CUST-02876,Male,0,Yes,No,9,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),46.75,420.21,Yes
CUST-02877,Female,0,No,Yes,10,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,89.8,863.54,Yes
CUST-02878,Female,0,No,No,3,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),65.26,278.43,Yes
CUST-02879,Female,0,Yes,Yes,49,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,34.84,1751.83,No
CUST-02880,Female,0,No,Yes,22,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),61.57,1314.11,Yes
CUST-02881,Female,0,Yes,No,14,Yes,Yes,No,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,85.37,1171.32,Yes
CUST-02882,Female,0,No,No,64,Yes,Yes,DSL,No internet service,No internet service,No,Yes,Yes,No,Two year,Yes,Electronic check,43.88,2862.43,No
CUST-02883,Male,0,No,No,33,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,76.32,2517.06,Yes
